WKT	type	lat	lon	osm_id	osm_way_id	amenity	name	name:fr	name:en	health_facility:type	healthcare	id:uuid	is_in:health_area	 is_in:health_zone	building:levels	building:material	building:condition	addr:housenumber	 addr:street	 addr:city	source	source:data	source:date	source:name	source_ref	survey:date	 note	 attribution	other_tags
"MULTIPOLYGON (((15.3605462 -4.4014158,15.3605589 -4.401361,15.3606601 -4.4013843,15.3606474 -4.4014391,15.3605462 -4.4014158)))"	multipolygons	-4.40140005	15.36060315		"700835113"	hospital	Centre de Santé la Grâce								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Benamukuele"",""building""=>""hospital"",""is_in:admin_level7""=>""Kisenso"",""is_in:admin_level8""=>""Dingi-Dingi"""
"MULTIPOLYGON (((15.3502914 -4.3977814,15.3504629 -4.3977727,15.3504646 -4.3978054,15.350293 -4.3978141,15.3502914 -4.3977814)))"	multipolygons	-4.3977934	15.3503779816514		"700866986"	pharmacy	Papa Michel								"2"	concrete	average	"62"											"""addr:city""=>""kinshasa"",""addr:street""=>""bahumbu 2"",""building""=>""commercial"",""is_in:admin_level7""=>""matete"""
"MULTIPOLYGON (((15.377064 -4.3950962,15.3771749 -4.3950232,15.3772272 -4.3951021,15.3771164 -4.3951751,15.377064 -4.3950962)))"	multipolygons	-4.39509915	15.3771456018695		"700870758"	pharmacy									"1"	brick	average	"57"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Nsonapangu"",""building""=>""commercial"",""is_in:admin_level7""=>""N'djili"",""is_in:admin_level8""=>""Quartier 2; Bilombe"",""wall""=>""yes"""
"MULTIPOLYGON (((15.348929 -4.3956999,15.3490946 -4.3956839,15.3491039 -4.3957786,15.3489383 -4.3957947,15.348929 -4.3956999)))"	multipolygons	-4.39573925	15.3490164479618		"700876494"	clinic	Complexe Scolaire Batende								"1"	brick	average	"23"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Batende 1"",""building""=>""public"",""is_in:admin_level7""=>""Matete"",""is_in:admin_level8""=>""Viri"""
"MULTIPOLYGON (((15.3695679 -4.4007912,15.3696457 -4.4008012,15.3696285 -4.4009337,15.3695508 -4.4009236,15.3695679 -4.4007912)))"	multipolygons	-4.4008624	15.3695982298884		"700877832"	hospital	Centre Médical Sep Congo									cement_block	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Commerciale"",""building""=>""hospital"",""wall""=>""yes"""
"MULTIPOLYGON (((15.3522318 -4.3981692,15.3522673 -4.3981674,15.3522686 -4.3981926,15.3522331 -4.3981945,15.3522318 -4.3981692)))"	multipolygons	-4.3981809	15.3522501988072		"700884695"	pharmacy	Sainte charis pharma								"1"	brick	average	"22"											"""addr:city""=>""kinshasa"",""addr:street""=>""Mwanga"",""building""=>""yes"",""is_in:admin_level7""=>""kisenso"",""is_in:admin_level8""=>""de_la_paix"""
"MULTIPOLYGON (((15.3518043 -4.3952847,15.3518365 -4.3952861,15.3518351 -4.3953182,15.351803 -4.3953168,15.3518043 -4.3952847)))"	multipolygons	-4.39530145	15.3518197260903		"700885789"	pharmacy	Fommabo Pharma									brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Lokele 5ème Rue"",""building""=>""mixed"",""is_in:admin_level7""=>""Matete"",""is_in:admin_level8""=>""Pondo"""
"MULTIPOLYGON (((15.3709687 -4.3977886,15.3710673 -4.3978487,15.3710022 -4.3979547,15.3709037 -4.3978945,15.3709687 -4.3977886)))"	multipolygons	-4.3978716	15.3709854958282		"700888617"	hospital	Centre médical Omeco Tata Mapasa									cement_block	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Commerciale"",""building""=>""yes"",""is_in:admin_level7""=>""N'djili"",""is_in:admin_level8""=>""Quartier 7; Oriental"",""wall""=>""yes"""
"MULTIPOLYGON (((15.3794506 -4.3859239,15.3795245 -4.3859185,15.3795312 -4.3860094,15.3794573 -4.3860148,15.3794506 -4.3859239)))"	multipolygons	-4.38596665	15.3794909		"701029304"	hospital	Centre Don De Dieu								"1"	brick	average	"2"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Ekonoma"",""building""=>""hospital"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Boba"""
"MULTIPOLYGON (((15.3805308 -4.3887473,15.3805423 -4.3886881,15.3806536 -4.3887095,15.3806421 -4.3887687,15.3805308 -4.3887473)))"	multipolygons	-4.3887284	15.3805922		"701029734"	hospital	Centre De Sante Mamu Meta								"1"	brick	average	"19"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Victoire 2"",""building""=>""hospital"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Boba"""
"MULTIPOLYGON (((15.3497646 -4.3857638,15.3498367 -4.3857644,15.3498363 -4.3858159,15.3497642 -4.3858154,15.3497646 -4.3857638)))"	multipolygons	-4.3857899	15.3498004498081		"701036262"	doctors	Centre de Santé Mokengeli								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Maï-ndombe"",""building""=>""yes"",""is_in:admin_level7""=>""Matete"",""is_in:admin_level8""=>""Sankuru"""
"MULTIPOLYGON (((15.3798053 -4.3895884,15.3799096 -4.3896373,15.379868 -4.3897255,15.3797637 -4.3896767,15.3798053 -4.3895884)))"	multipolygons	-4.389657	15.3798366447386		"701039056"	hospital	Medi Center									brick	average	"13"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Abatoire"",""building""=>""hospital"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Boba"""
"MULTIPOLYGON (((15.317631 -4.4062166,15.3177795 -4.4062277,15.3177678 -4.4063851,15.3176192 -4.4063741,15.317631 -4.4062166)))"	multipolygons	-4.4063009	15.3176993715107		"701046128"	pharmacy	Gamelien								"1"	brick	average	"27"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mwana Wuta"",""building""=>""yes"""
"MULTIPOLYGON (((15.3169551 -4.406347,15.3171004 -4.4063578,15.3170918 -4.4064727,15.3169465 -4.4064619,15.3169551 -4.406347)))"	multipolygons	-4.40640985	15.31702345		"701046129"	clinic	Polyclinique Notre Dame de Bon Cœur								"1"	brick	average	"32"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Trinité"",""building""=>""hospital"""
"MULTIPOLYGON (((15.3417234 -4.385626,15.3417061 -4.3854778,15.3418132 -4.3854654,15.3418305 -4.3856136,15.3417234 -4.385626)))"	multipolygons	-4.3855457	15.3417683		"701052276"	pharmacy	La bonté								"1"	brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Localité Ngilima 2"",""building""=>""yes"""
"MULTIPOLYGON (((15.3821826 -4.3775862,15.3822882 -4.377543,15.3823409 -4.377671,15.3822353 -4.3777143,15.3821826 -4.3775862)))"	multipolygons	-4.3776286	15.3822617431862		"701055046"	clinic	ON CENTER								"1"	stone	poor	"4"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Lutonadio"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Télévision"""
"MULTIPOLYGON (((15.388855 -4.4109708,15.3889811 -4.4109708,15.3889811 -4.4110403,15.388855 -4.4110403,15.388855 -4.4109708)))"	multipolygons	-4.41100555	15.38891805		"701056558"	doctors	Centre de Santé Tofla								"1"	brick	poor	"22"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Luvayiku"",""building""=>""yes"",""is_in:admin_level7""=>""Kimbanseke"",""is_in:admin_level8""=>""Maviokele"""
"MULTIPOLYGON (((15.3872953 -4.4118894,15.3873512 -4.4118787,15.3873646 -4.4119482,15.3873087 -4.411959,15.3872953 -4.4118894)))"	multipolygons	-4.4119188	15.3873299459278		"701056569"	doctors	Centre Médico Social Les Progrès								"1"	brick	poor	"38"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mokele"",""building""=>""yes"",""is_in:admin_level7""=>""Kimbanseke"",""is_in:admin_level8""=>""Maviokele"""
"MULTIPOLYGON (((15.3900689 -4.4123381,15.3901452 -4.4122737,15.3902589 -4.4124076,15.3901827 -4.412472,15.3900689 -4.4123381)))"	multipolygons	-4.41237285	15.3901639129761		"701056572"	doctors	Centre de Santé Mère de Kimbaseke								"1"	brick	poor	"1"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Inga"",""building""=>""yes"",""is_in:admin_level7""=>""Kimbanseke"",""is_in:admin_level8""=>""Maviokele"""
"MULTIPOLYGON (((15.383135 -4.379924,15.3831952 -4.3800572,15.3831613 -4.3800724,15.3831011 -4.3799392,15.383135 -4.379924)))"	multipolygons	-4.3799982	15.38314815		"701056892"	clinic	Centre Médical Dieu Merci								"1"	brick	poor	"27"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kikama"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Télévision"""
"MULTIPOLYGON (((15.3879253 -4.4129275,15.3880413 -4.4129262,15.3880424 -4.4130211,15.3879264 -4.4130224,15.3879253 -4.4129275)))"	multipolygons	-4.4129743	15.38798385		"701057602"	doctors	Centre de Santé Divine								"1"	brick	poor	"46"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Nsamu"",""building""=>""yes"",""is_in:admin_level7""=>""Kimbanseke"",""is_in:admin_level8""=>""Maviokele"""
"MULTIPOLYGON (((15.386982 -4.4129862,15.3870337 -4.4129872,15.3870324 -4.4130511,15.3869808 -4.4130501,15.386982 -4.4129862)))"	multipolygons	-4.41301865	15.3870072253912		"701060803"	doctors	Centre de Santé les Merveilles								"1"	brick	poor	"47"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Nsamu"",""building""=>""yes"",""is_in:admin_level7""=>""Kimbanseke"",""is_in:admin_level8""=>""Maviokele"""
"MULTIPOLYGON (((15.3802592 -4.3732424,15.380344 -4.3732867,15.3803238 -4.3733251,15.380239 -4.3732808,15.3802592 -4.3732424)))"	multipolygons	-4.37328375	15.3802915		"701062336"	hospital	Centre Médical la Main de Dieu									concrete	average	"67"											"""addr:city""=>""kinshasa"",""addr:street""=>""mbimi"",""building""=>""yes"",""is_in:admin_level7""=>""masina"",""is_in:admin_level8""=>""kimbangu"""
"MULTIPOLYGON (((15.3832553 -4.3747845,15.383278 -4.3748021,15.3832592 -4.3748261,15.3832365 -4.3748085,15.3832553 -4.3747845)))"	multipolygons	-4.3748053	15.38325725		"701065999"	hospital	Imbali médical									concrete	poor	"195"											"""addr:city""=>""Kinshasa"",""addr:street""=>""imbali"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Kimbangu"""
"MULTIPOLYGON (((15.3877955 -4.3821122,15.3879109 -4.3821109,15.3879123 -4.3822366,15.387797 -4.3822379,15.3877955 -4.3821122)))"	multipolygons	-4.3821744	15.3878539247414		"701067435"	hospital									"1"	brick	poor	"33"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Ngungu"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Nzuzi_Wa_Mbombo"""
"MULTIPOLYGON (((15.3817083 -4.3808908,15.3817572 -4.3808908,15.3817572 -4.3809536,15.3817083 -4.3809536,15.3817083 -4.3808908)))"	multipolygons	-4.3809222	15.38173275		"701071298"	hospital	Centre Hospitalier Bienheureux											"129"											"""addr:city""=>""Kinshasa"",""addr:municipality""=>""masina"",""addr:street""=>""ngabeni"",""addr:ward""=>""television"",""building""=>""yes"""
"MULTIPOLYGON (((15.3854138 -4.3783133,15.3854617 -4.3782773,15.3855153 -4.3783481,15.3854674 -4.3783842,15.3854138 -4.3783133)))"	multipolygons	-4.3783307	15.3854645407102		"701073450"	hospital	Médical Bolingo									concrete	average	"235"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Imbali"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Kimbangu"""
"MULTIPOLYGON (((15.382183 -4.3769701,15.3822118 -4.3769581,15.3822346 -4.3770122,15.3822058 -4.3770243,15.382183 -4.3769701)))"	multipolygons	-4.37699115	15.3822087918161		"701077946"	clinic	Centre de Santé CEBU								"1"	brick	average	"17"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Sep Congo"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Télévision"""
"MULTIPOLYGON (((15.3813683 -4.3756677,15.38143 -4.3757185,15.381404 -4.3757499,15.3813423 -4.3756991,15.3813683 -4.3756677)))"	multipolygons	-4.3757088	15.38138615		"701078743"	clinic	Centre de Santé La Grâce								"1"	brick	poor	"9"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Sep Congo"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Télévision"""
"MULTIPOLYGON (((15.344435 -4.3911034,15.3444799 -4.3911005,15.3444852 -4.3911821,15.3444404 -4.391185,15.344435 -4.3911034)))"	multipolygons	-4.39114275	15.3444601241115		"701079029"	hospital	Hôpital								"1"	brick	average	"32"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mongo"",""building""=>""yes"",""is_in:admin_level7""=>""Matete"",""is_in:admin_level8""=>""Lubefu"""
"MULTIPOLYGON (((15.3871572 -4.3901968,15.3871458 -4.3900718,15.3872184 -4.3900652,15.3872298 -4.3901902,15.3871572 -4.3901968)))"	multipolygons	-4.390131	15.3871878		"701087210"	clinic	Clinicque								"1"	brick	average	"21"											"""addr:city""=>""Kinshasa"",""addr:street""=>""lufuna"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Nzuzi_Wa_Mbombo"""
"MULTIPOLYGON (((15.3812885 -4.3806634,15.3813422 -4.3806711,15.3813214 -4.3808162,15.3812677 -4.3808085,15.3812885 -4.3806634)))"	multipolygons	-4.3807398	15.38130495		"701087975"	clinic	Dieu est amour								"1"	brick	poor	"2"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kikama"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Télévision"""
"MULTIPOLYGON (((15.3839835 -4.3758308,15.3840586 -4.3759391,15.3840124 -4.375971,15.3839373 -4.3758627,15.3839835 -4.3758308)))"	multipolygons	-4.3759009	15.38399795		"701095180"	hospital	Eben Ezer									concrete	poor	"201"											"""addr:city""=>""Kinshasa"",""addr:street""=>""imbali"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Kimbangu"""
"MULTIPOLYGON (((15.3811423 -4.3809275,15.3812015 -4.3809242,15.3812042 -4.3809724,15.381145 -4.3809757,15.3811423 -4.3809275)))"	multipolygons	-4.38094995	15.38117325		"701097095"	hospital	La Manne Cachée								"1"	brick	average	"53"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Bikuku"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Télévision"""
"MULTIPOLYGON (((15.3840749 -4.3760679,15.3840476 -4.3760331,15.3840782 -4.3760092,15.3841604 -4.3761137,15.3841293 -4.3761381,15.3840994 -4.3761615,15.3840445 -4.3760917,15.3840749 -4.3760679)))"	multipolygons	-4.3760798	15.3840967170813		"701098161"	hospital	Saint Patmos									concrete	average	"227"											"""addr:city""=>""Kinshasa"",""addr:street""=>""imbali"",""building""=>""yes"",""is_in:admin_level8""=>""Kimbangu"""
"MULTIPOLYGON (((15.3816816 -4.3738001,15.3816926 -4.3738096,15.3817034 -4.373819,15.3816871 -4.3738376,15.3816654 -4.3738187,15.3816816 -4.3738001)))"	multipolygons	-4.37381885	15.3816843999409		"701100561"	pharmacy	MK Pharma								"1"	brick	average	"10"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Sep Congo"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Télévision"""
"MULTIPOLYGON (((15.3825907 -4.3738297,15.3826739 -4.3739206,15.3826444 -4.3739474,15.3825613 -4.3738565,15.3825907 -4.3738297)))"	multipolygons	-4.37388855	15.3826175823707		"701105324"	hospital	La Main de l'éternel									concrete	poor	"169"											"""addr:city""=>""Kinshasa"",""addr:street""=>""imbali"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Kimbangu"""
"MULTIPOLYGON (((15.3688531 -4.3708738,15.3688677 -4.3707949,15.3689515 -4.3708103,15.368937 -4.3708892,15.3688531 -4.3708738)))"	multipolygons	-4.37084205	15.3689023201204		"701121414"	clinic	Centre la Bonne Guerison								"1"	brick	average	"52"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Bampela"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Abatoire"""
"MULTIPOLYGON (((15.368772 -4.3712101,15.368771 -4.3711528,15.3688085 -4.3711522,15.3688096 -4.3712095,15.368772 -4.3712101)))"	multipolygons	-4.37118115	15.3687902752618		"701121429"	clinic	Centre la Bénédiction								"1"	concrete	average	"53"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Bampela"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Abatoire"""
"MULTIPOLYGON (((15.3739078 -4.3750011,15.3739742 -4.3749065,15.3740312 -4.374944,15.3739728 -4.3750465,15.3739078 -4.3750011)))"	multipolygons	-4.37497255	15.3739713863934		"701121448"	hospital	Centre Hospitalier BOO NSUBA											"13"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Bikuku"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Television"""
"MULTIPOLYGON (((15.373895 -4.3695052,15.3740025 -4.3695072,15.3740011 -4.3695768,15.3738937 -4.3695747,15.373895 -4.3695052)))"	multipolygons	-4.36954095	15.3739480762078		"701121449"	hospital	Hôpital Bukasa								"1"	brick	average	"32"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Ngasani"",""building""=>""yes"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Abatoire"""
"MULTIPOLYGON (((15.3816835 -4.4193578,15.3816979 -4.4193601,15.3816941 -4.4193842,15.3816796 -4.4193819,15.3816835 -4.4193578)))"	multipolygons	-4.419371	15.3816887726141		"701273001"	pharmacy	Gender Pharma								"1"	brick	average	"107"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Essebe"",""building""=>""yes"""
"MULTIPOLYGON (((15.3818963 -4.4183719,15.3819414 -4.4183833,15.3819355 -4.4184065,15.3818904 -4.418395,15.3818963 -4.4183719)))"	multipolygons	-4.41838915	15.3819159032202		"701274211"	pharmacy	ONG Uav								"2"	concrete	average	"100"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mbeno"",""building""=>""commercial"""
"MULTIPOLYGON (((15.3816118 -4.4198239,15.3816482 -4.4198258,15.3816448 -4.41989,15.3816084 -4.4198881,15.3816118 -4.4198239)))"	multipolygons	-4.41985695	15.3816283		"701274865"	pharmacy	La Borne								"1"	brick	average	"105"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mpasa"",""building""=>""commercial"""
"MULTIPOLYGON (((15.3835798 -4.4200419,15.3836489 -4.4200439,15.383647 -4.4201063,15.383578 -4.4201043,15.3835798 -4.4200419)))"	multipolygons	-4.4200741	15.3836134258013		"701279192"	hospital	CSNAS/MANGANA								"1"	brick	average	"74"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mangana"",""building""=>""yes"""
"MULTIPOLYGON (((15.3815601 -4.4201595,15.3816037 -4.4201602,15.3816028 -4.4202184,15.3815592 -4.4202177,15.3815601 -4.4201595)))"	multipolygons	-4.42018895	15.38158145		"701297100"	pharmacy	Pharmacie Gradie								"1"	brick	average	"105"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mangana"",""building""=>""yes"""
"MULTIPOLYGON (((15.3739738 -4.3796939,15.3741139 -4.3797307,15.3740971 -4.3797786,15.373965 -4.3797325,15.3739738 -4.3796939)))"	multipolygons	-4.37975555	15.3740681171712		"701305474"	pharmacy	MIJERCA								"1"	brick	average	"47"											"""addr:city""=>""kinshasa"",""addr:street""=>""Abattoir"",""building""=>""yes"",""is_in:admin_level7""=>""masina"",""is_in:admin_level8""=>""imbali"""
"MULTIPOLYGON (((15.3867797 -4.4070949,15.3868696 -4.4071047,15.3868716 -4.4070867,15.386924 -4.4070924,15.3869143 -4.4071805,15.386872 -4.4071758,15.3868738 -4.4071596,15.386839 -4.4071558,15.3868285 -4.4072511,15.3867633 -4.407244,15.3867797 -4.4070949)))"	multipolygons	-4.4071677	15.3868046906827		"701369597"	doctors	Centre de Santé Mapomboli									brick	average	"84"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Maduda"",""building""=>""hospital"",""is_in:admin_level7""=>""N'djili"",""is_in:admin_level8""=>""Quartier 10; Tshuapa"""
"MULTIPOLYGON (((15.3874676 -4.4169076,15.3875001 -4.4169082,15.3874995 -4.416947,15.387467 -4.4169464,15.3874676 -4.4169076)))"	multipolygons	-4.4169273	15.38748355		"701369881"	pharmacy										brick	average												"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Motomake"",""building""=>""yes"",""building:min_level""=>""1"",""is_in:admin_level7""=>""Kimbanseke"",""is_in:admin_level8""=>""Boma"""
"MULTIPOLYGON (((15.386313 -4.4167907,15.3863407 -4.4167913,15.3863394 -4.4168514,15.3863116 -4.4168508,15.386313 -4.4167907)))"	multipolygons	-4.41682105	15.3863261747504		"701369883"	pharmacy	La Différence Pharma									concrete	average	"63"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Nsanga"",""building""=>""yes"",""building:min_level""=>""1"""
"MULTIPOLYGON (((15.3862774 -4.4168722,15.3861909 -4.4168709,15.3861919 -4.4168079,15.3862784 -4.4168093,15.3862774 -4.4168722)))"	multipolygons	-4.4168401	15.3862346496114		"701369894"	pharmacy	Maman Brigitte Mujinga									brick	average	"63"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Nsanga"",""building""=>""yes"",""building:min_level""=>""1"""
"MULTIPOLYGON (((15.3845534 -4.4196862,15.3845534 -4.4197249,15.3845078 -4.4197249,15.3845078 -4.4196862,15.3845534 -4.4196862)))"	multipolygons	-4.41970555	15.3845306		"701369928"	pharmacy	Pharmacie Lisungi									brick	average	"65"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mpasa"",""building""=>""yes"",""building:min_level""=>""1"""
"MULTIPOLYGON (((15.3846084 -4.4186719,15.3846437 -4.4186741,15.3846344 -4.4188246,15.384599 -4.4188224,15.3846084 -4.4186719)))"	multipolygons	-4.41874825	15.3846213746346		"701369959"	pharmacy	Donner Pharma									brick	average	"64"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Mokali"",""building""=>""yes"",""building:min_level""=>""1"""
"MULTIPOLYGON (((16.5594301 -1.8915283,16.5597774 -1.8909372,16.5600443 -1.8910913,16.5599263 -1.891413,16.5597345 -1.89172,16.5594301 -1.8915283)))"	multipolygons	-1.89125215	16.5597888257782		"701979899"	clinic	Centre de Santé Yumbi				hospital																		
"MULTIPOLYGON (((15.3677756 -4.3803084,15.3678869 -4.3802469,15.3679546 -4.3803687,15.3678432 -4.3804302,15.3677756 -4.3803084)))"	multipolygons	-4.38033855	15.3678650876232		"702500074"	social_facility	Orphelinat Domus									brick	average	"31"											"""addr:city""=>""kinshasa"",""addr:street""=>""Bosembo"",""building""=>""yes"",""building:min_level""=>""1"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""abatoire"",""social_facility""=>""assisted_living"""
"MULTIPOLYGON (((15.359688 -4.3576394,15.3597551 -4.3576307,15.3597645 -4.357703,15.3596975 -4.3577117,15.359688 -4.3576394)))"	multipolygons	-4.3576712	15.3597262719917		"702580677"	clinic	Centre Elikya								"1"	brick	average	"5"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Victoire"",""building""=>""yes"",""is_in:admin_level7""=>""Limete"",""is_in:admin_level8""=>""Nzadi"""
"MULTIPOLYGON (((15.360377 -4.3600775,15.3604293 -4.3600414,15.3604817 -4.3601168,15.3604294 -4.3601529,15.360377 -4.3600775)))"	multipolygons	-4.36009715	15.36042935		"702580746"	clinic	Centre Médical Alpha Omega								"1"	brick	average	"73"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Avenue Bobozo"",""building""=>""yes"",""is_in:admin_level7""=>""Limete"",""is_in:admin_level8""=>""Nzadi"""
"MULTIPOLYGON (((15.3719704 -4.3900121,15.3720223 -4.3900274,15.371927 -4.3903468,15.3718752 -4.3903315,15.3719704 -4.3900121)))"	multipolygons	-4.39017945	15.3719487261976		"702853479"	hospital	Ma Famille								"4"	concrete	good	"20"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Boulevard Lumumba"",""building""=>""hospital"",""is_in:admin_level7""=>""Masina"",""is_in:admin_level8""=>""Sans Fil"""
"MULTIPOLYGON (((15.3741874 -4.4034848,15.374414 -4.4035397,15.3744022 -4.4035884,15.3743631 -4.4037523,15.3742895 -4.4037348,15.3743239 -4.4035905,15.3742428 -4.4035709,15.3742072 -4.4037133,15.3741351 -4.4036954,15.374177 -4.4035274,15.3741874 -4.4034848)))"	multipolygons	-4.40364295	15.3743502914369		"703355986"	hospital	Hopital de l'Amitie Sino-Congolaise																						"""building""=>""yes"""
"MULTIPOLYGON (((15.3725526 -4.3930136,15.372571 -4.3929693,15.3726099 -4.3929854,15.3725915 -4.3930296,15.3725526 -4.3930136)))"	multipolygons	-4.3929995	15.3725812433751		"705088213"	clinic	Bethsa Médical								"1"	concrete		"58"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kisantu"",""building""=>""yes"",""is_in:admin_level7""=>""N'djili"",""is_in:admin_level8""=>""Quartier 1; Makasi"",""wall""=>""no"""
"MULTIPOLYGON (((15.3547689 -4.3553507,15.3548341 -4.3553386,15.354858 -4.3554671,15.3547928 -4.3554792,15.3547689 -4.3553507)))"	multipolygons	-4.3554089	15.35481345		"705223968"	pharmacy	Pharmacie Ngolu								"1"	brick	average	"24"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kulumba"",""building""=>""commercial"",""is_in:admin_level7""=>""Limete"",""is_in:admin_level8""=>""Nzadi"""
"MULTIPOLYGON (((15.322317 -4.424433,15.3222583 -4.4246283,15.3224814 -4.4246949,15.3225129 -4.4245902,15.3225566 -4.4246032,15.3225787 -4.4245294,15.3225423 -4.4245185,15.3225469 -4.4245032,15.3224208 -4.4244655,15.3224294 -4.4244369,15.3223704 -4.4244193,15.3223622 -4.4244465,15.322317 -4.424433)))"	multipolygons	-4.4245598	15.3224242425293		"705484993"	social_facility	Couvent de Soeur								"2"	concrete	good	"14"											"""addr:street""=>""Bamba"",""building""=>""yes"",""social_facility""=>""group_home"""
"MULTIPOLYGON (((15.3693069 -4.3936551,15.3694666 -4.3936727,15.3694484 -4.3938373,15.3692886 -4.3938197,15.3693069 -4.3936551)))"	multipolygons	-4.3937462	15.3693776223269		"706354077"	doctors	Centre Médical Bitole								"1"	brick													"""addr:city""=>""Kinshasa"",""addr:street""=>""Batandu"",""building""=>""yes"""
"MULTIPOLYGON (((15.3164032 -4.4099044,15.3164756 -4.4099051,15.3164735 -4.4101204,15.3164012 -4.4101197,15.3164032 -4.4099044)))"	multipolygons	-4.4100124	15.3164383750813		"709779382"	clinic	Centre Médical Samuel									brick	average	"53"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Université"",""building""=>""hospital"",""building:min_level""=>""1"",""is_in:admin_level7""=>""Lemba"",""is_in:admin_level8""=>""Livulu"""
"MULTIPOLYGON (((15.3339542 -4.431912,15.334009 -4.4319242,15.3340028 -4.4319518,15.333948 -4.4319396,15.3339542 -4.431912)))"	multipolygons	-4.4319319	15.3339785		"710064943"	clinic	Christ Amour								"1"	brick	average	"10"											"""addr:city""=>""Kinshasa"",""addr:street""=>""Kakala"",""building""=>""yes"",""is_in:admin_level7""=>""Mont_Ngafula"""
